Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
Astro_dev-1.lvl2.100UP_100DOWN	0.13018995131651412	0.1580619301254501	0.022548692460978827	1.2140870207499688	0.17319840919334153	0.22959976784105812	3.399923765188603e-09	5.961549993476491e-09	0.5703086896711455
Astro_dev-2.lvl2.100UP_100DOWN	0.11639699595330372	0.1308554699787531	0.020500021769734596	1.1242169001616662	0.1761215708518699	0.4867857332745502	2.421676205697443e-10	5.852701336682284e-09	0.041377067893750015
Astro_dev-3.lvl2.100UP_100DOWN	0.10179010491080677	0.12003094562475192	0.02250351975753735	1.1792005296578545	0.221077675253955	0.4226518790218241	3.5577097462003244e-09	7.298455672898576e-09	0.4874606225822815
Astro_dev-4.lvl2.100UP_100DOWN	0.07912337181410528	0.05888299636441479	0.018427799275946868	0.7441922028140584	0.2328995700441289	0.2681174407335703	-1.0571588069231788e-08	7.544756625773316e-09	-1.4011834434948696
Astro_dev-5.lvl2.100UP_100DOWN	0.06573436474350039	0.08254325210522827	0.017747728222894707	1.2557092842886246	0.269991629068714	0.3516644744921317	6.3182049545569495e-09	8.545071803327171e-09	0.739397526431182
Astro_GFAP.lvl2.100UP_100DOWN	0.1293134439125009	0.15037132666768993	0.020236604033110124	1.1628437238856442	0.15649265397960546	0.30676425823770626	1.7258312689085113e-09	5.379450001584667e-09	0.32081927862516046
Astro_SLC1A2_dev.lvl2.100UP_100DOWN	0.1230294310217191	0.16571133082941322	0.021634924296142957	1.3469243046418644	0.1758516162878427	0.047332138281156864	8.467847876818094e-09	5.955181478988681e-09	1.4219294418977335
Astro_SLC1A2.lvl2.100UP_100DOWN	0.1279890370312216	0.16792612568717297	0.021963761153433115	1.3120352303784355	0.17160658180493446	0.0731590121333541	7.125277876624931e-09	5.854421015718295e-09	1.217076438044781
BKGR_NRGN.lvl2.100UP_100DOWN	0.08965790041835824	0.07794008198377236	0.02007961520274215	0.8693052326687483	0.22395812425951786	0.551482097301951	-7.512980056824687e-09	7.1090329777106025e-09	-1.056821663421819
CCK_RELN.lvl2.100UP_100DOWN	0.09227819623667143	0.08930917513564215	0.015805660787237406	0.9678253236180036	0.1712827236750454	0.8510751783143939	-2.367322593469439e-09	5.545089811361446e-09	-0.4269223175824824
CCK_SORCS1.lvl2.100UP_100DOWN	0.09959053264641993	0.08349412402937728	0.016449727198001567	0.8383741085692318	0.16517360396498393	0.32240247853576487	-5.852695056561164e-09	5.338928139748384e-09	-1.096230348745056
CCK_SYT6.lvl2.100UP_100DOWN	0.08782302233508618	0.1124517571796469	0.02124572415805961	1.2804359744144365	0.24191520165403976	0.25047252135827136	8.25943454289411e-09	7.961032382906385e-09	1.0374828471528947
