Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
Astro_dev-1.lvl2.100UP_100DOWN	0.13679672023510864	0.2071823380803446	0.01562509913499354	1.5145270860607345	0.11422129937135281	1.2699351937275693e-05	8.169889720905148e-09	1.0719849133620327e-08	0.7621273041317511
Astro_dev-2.lvl2.100UP_100DOWN	0.1298710535988052	0.20529493691371603	0.014774976974315238	1.58075977074852	0.11376651351391799	9.442582801158018e-07	1.4278125454042327e-08	1.0991567551254125e-08	1.2990072059752031
Astro_dev-3.lvl2.100UP_100DOWN	0.12339009914011688	0.22962970423577386	0.016258421000110195	1.8610059140564879	0.13176438882383731	5.061599386552941e-10	2.6935571828028025e-08	1.251916353656813e-08	2.151547245896259
Astro_dev-4.lvl2.100UP_100DOWN	0.12200764985466753	0.19343527975110014	0.015488343364812461	1.5854356672021421	0.12694567417093755	7.581779343457145e-06	1.6392199355708995e-09	1.1514178690975764e-08	0.14236533751692057
Astro_dev-5.lvl2.100UP_100DOWN	0.0905270267073903	0.16116611676601025	0.01598515245646595	1.7803094018203653	0.1765787857822241	1.9451117109492206e-05	7.728193257470559e-09	1.6323435597510395e-08	0.4734415871772264
Astro_GFAP.lvl2.100UP_100DOWN	0.14285275732454042	0.2017596633002817	0.013510707113204137	1.4123610007884795	0.09457785321224008	1.872846460429201e-05	-1.950174869796649e-09	8.510652225994992e-09	-0.2291451721925638
Astro_SLC1A2_dev.lvl2.100UP_100DOWN	0.13509788952114848	0.21126114410448452	0.014748764115895265	1.563763467018582	0.10917094388500025	9.534147968119461e-07	8.702468291434604e-09	1.0141272933732398e-08	0.8581238616000589
Astro_SLC1A2.lvl2.100UP_100DOWN	0.1358284521516705	0.21362269053386262	0.014902947347446092	1.572738900796164	0.10971889255430058	7.504789976610688e-07	1.1272839144384953e-08	1.0143340829350628e-08	1.111353678638701
BKGR_NRGN.lvl2.100UP_100DOWN	0.1014559417052959	0.1444207203968389	0.009423974782170188	1.423482133913309	0.0928873619796904	1.1409887608870098e-05	-3.325332604247089e-08	1.0368627136566135e-08	-3.20710983281473
CCK_RELN.lvl2.100UP_100DOWN	0.14845183629559286	0.17639776599066176	0.008464417643842044	1.1882491344830777	0.05701793830955347	0.0012174453740072953	-1.0587220175289992e-08	6.078428100200733e-09	-1.7417694181395948
CCK_SORCS1.lvl2.100UP_100DOWN	0.15221620493598645	0.19029352806710084	0.012246786837361388	1.2501528871195255	0.08045652460269717	0.0022983598441560756	4.5053763211947625e-09	8.114411275592035e-09	0.555231447874331
CCK_SYT6.lvl2.100UP_100DOWN	0.15118536512782163	0.17504582206949243	0.008515584012668402	1.1578225307819818	0.05632545190778745	0.005468508790743889	-1.1718512987569859e-08	6.025456058013948e-09	-1.94483419590855
CGE_dev.lvl2.100UP_100DOWN	0.11620793875821799	0.1603157633144333	0.009023308328860322	1.379559477842439	0.07764795095139068	2.573762646626581e-06	-5.643671126347503e-09	7.224952088743022e-09	-0.781136131704006
ID2_CSMD1.lvl2.100UP_100DOWN	0.1533267272354252	0.16873612091776471	0.009096712047672388	1.100500375636918	0.05932893900294931	0.09032793161594524	-9.247788413430597e-09	6.5821664559792154e-09	-1.404976382058819
ID2_dev.lvl2.100UP_100DOWN	0.13215399891195656	0.17188021654756758	0.009466381020552287	1.3006054902816626	0.0716314383105347	5.076039146548309e-05	-9.082665046510346e-09	7.486413863681229e-09	-1.2132197353626142
L2-3_CUX2_dev-1.lvl2.100UP_100DOWN	0.15789614066660526	0.17006478704786765	0.009514539268516491	1.0770674085502587	0.060258212951551884	0.20283294624627327	-9.74327302483147e-09	6.513397649278511e-09	-1.4958818038555857
L2-3_CUX2_dev-2.lvl2.100UP_100DOWN	0.14343351687146744	0.1773594880274572	0.010641085145684586	1.2365274999593803	0.07418827466400475	0.0019059205633265245	-9.199457138353267e-09	7.636793310626034e-09	-1.2046230353717837
L2-3_CUX2_dev-3.lvl2.100UP_100DOWN	0.1474325714177394	0.15105929062793488	0.008725373726057837	1.024599172186446	0.05918213080157931	0.6778681525735457	-1.9588168175206115e-08	6.45262781783396e-09	-3.0356885176404824
L2-3_CUX2_dev-4.lvl2.100UP_100DOWN	0.12031469048216965	0.16909366760995115	0.009850908312303194	1.4054282725766594	0.08187618879145166	1.7888673474525788e-06	-8.700429854623247e-09	8.57105641341816e-09	-1.015094223508149
L2-3_CUX2_dev-5.lvl2.100UP_100DOWN	0.13424973230876747	0.1789945106331157	0.008848662818820553	1.3332951027525146	0.06591195875511383	1.6878046768430066e-06	-1.6887726273925165e-08	6.929781325155744e-09	-2.436978236617823
L2-3_CUX2_dev-6.lvl2.100UP_100DOWN	0.15050680580739417	0.17563803274193665	0.011798685442249329	1.1669773456404575	0.07839303597571717	0.03735084731903099	-6.0879295018968256e-09	7.916519113049563e-09	-0.7690159544820026
L2-3_CUX2_dev-fetal.lvl2.100UP_100DOWN	0.1224392773284524	0.15314653035432607	0.01003718823605159	1.2507957715521236	0.08197686604377852	0.002837134710266985	-1.573368165597124e-08	8.821929779313843e-09	-1.7834739166553402
L2_CUX2_LAMP5_dev.lvl2.100UP_100DOWN	0.15409419544085304	0.17304179763773325	0.009483376465239075	1.1229611676330338	0.06154272351471629	0.047831976669607985	-7.635523967153627e-09	6.65978510726213e-09	-1.1465120637042039
L2_CUX2_LAMP5.lvl2.100UP_100DOWN	0.15062423263663996	0.18530387667000334	0.009098949733281682	1.2302394735980047	0.06040827278590447	0.00023438012145052446	-8.950780751734054e-09	6.086102218953804e-09	-1.4706918204329282
L3_CUX2_PRSS12.lvl2.100UP_100DOWN	0.15833615577105056	0.1791178437852063	0.00938859172942845	1.1312504267452688	0.059295311823814124	0.028129127362744425	-1.1686552962400924e-08	6.520807515941328e-09	-1.7921941314524268
L4_RORB_dev-1.lvl2.100UP_100DOWN	0.1473856006860411	0.17446520025447515	0.008934097281605201	1.1837330067685423	0.060617165042034876	0.002973934305335308	-1.107389712692149e-08	6.424340511433866e-09	-1.72374068703433
L4_RORB_dev-2.lvl2.100UP_100DOWN	0.1491773663477186	0.1665342374438991	0.009965375318092473	1.1163505665847675	0.06680219367101646	0.08593648928929612	-8.945289267789226e-09	7.242933804058731e-09	-1.235036728180029
L4_RORB_dev-fetal.lvl2.100UP_100DOWN	0.12235691079536715	0.1638533560702723	0.009855320716652419	1.339142636122163	0.0805456810946683	4.9529079592630744e-05	-8.550842062962739e-09	8.565150883790944e-09	-0.9983294140380781
L4_RORB_LRRK1.lvl2.100UP_100DOWN	0.1612721620074217	0.16843795473658618	0.00822119793009675	1.0444329178698226	0.05097716696895532	0.3841512074057922	-1.7903994257671437e-08	5.6643544982481224e-09	-3.1608181061423335
L4_RORB_MET.lvl2.100UP_100DOWN	0.15268524124251676	0.1732984156846453	0.010139997390313559	1.135004367641452	0.06641111680340964	0.04311888036608548	-9.778284348458867e-09	7.132737743953652e-09	-1.3709019873537083
L4_RORB_MME.lvl2.100UP_100DOWN	0.15222241178267515	0.16919655002570794	0.010117953138125819	1.1115087985024599	0.06646822251490152	0.09464267799490796	-1.0230775849514832e-08	7.320912955433257e-09	-1.3974726802238515
L5-6_THEMIS_CNR1.lvl2.100UP_100DOWN	0.1611502058576193	0.18742636270543891	0.010144436405263385	1.1630538211724988	0.06295019203528836	0.01062842578451444	-8.556604024020387e-09	7.013875854710741e-09	-1.2199537318975358
L5-6_THEMIS_dev-1.lvl2.100UP_100DOWN	0.12655374567261166	0.1691456891975114	0.010414257330913751	1.3365522158078436	0.08229118210262164	8.175136352192407e-05	-1.1358295503853781e-08	9.00164112950326e-09	-1.2618027469042825
L5-6_THEMIS_dev-2.lvl2.100UP_100DOWN	0.1463673423238669	0.16536050376588562	0.008965893648767839	1.1297636558843338	0.061256107451408214	0.03591839211704928	-1.3587807227833869e-08	6.465682135650281e-09	-2.1015272546285306
L5-6_THEMIS_NTNG2.lvl2.100UP_100DOWN	0.14853671911787625	0.19471250311411148	0.008974382683535963	1.310871172262738	0.060418613907945846	1.0710216448027492e-06	-5.483358940108774e-09	6.440810874382518e-09	-0.8513460567392401
L5-6_TLE4_dev.lvl2.100UP_100DOWN	0.13194548241373866	0.18358498662289247	0.011896029894883685	1.391370005736376	0.09015867521391567	2.1663300839893042e-05	-1.542758603844032e-09	8.744788778055557e-09	-0.17642033935862214
L5-6_TLE4_HTR2C.lvl2.100UP_100DOWN	0.1613307076694314	0.1760490006984263	0.009245354801108129	1.0912305737798713	0.05730685084486194	0.11173464298734988	-1.0488862830993448e-08	6.16864448599023e-09	-1.7003513259379721
L5-6_TLE4_SCUBE1.lvl2.100UP_100DOWN	0.14878683826416977	0.19306417943157056	0.012597672261512078	1.2975890991700942	0.08466926516137817	0.0004965594269593071	2.6789482038737534e-09	8.039425354398203e-09	0.3332263297162348
L5-6_TLE4_SORCS1.lvl2.100UP_100DOWN	0.1585659768511459	0.18704366600304995	0.008900152328927585	1.1795952052099898	0.05612901648682566	0.0016728596505669294	-4.758881150280159e-09	6.452177309231228e-09	-0.7375620542032463
LAMP5_CCK.lvl2.100UP_100DOWN	0.14611084857827145	0.1767038423101186	0.009278494432176114	1.2093820823678163	0.06350311782088948	0.0012159106803386799	-8.678657906294533e-09	7.027126716009629e-09	-1.2350222583182235
LAMP5_NDNF.lvl2.100UP_100DOWN	0.14482703782938855	0.17574295693581848	0.009120522977573675	1.213467868774959	0.06297527805766474	0.000909981413179736	-2.054462039269967e-09	6.950149412777405e-09	-0.2955996939422583
LAMP5_NOS1.lvl2.100UP_100DOWN	0.14979738000613638	0.1882775339544619	0.011142894857389257	1.2568813549793008	0.07438644692539212	0.0006339107865449506	-3.9102532625690115e-09	7.0921855738606885e-09	-0.5513467212393364
MGE_dev-1.lvl2.100UP_100DOWN	0.1204594609873684	0.15910506002091984	0.008603538977780547	1.32081829618683	0.0714226919767035	1.436423377495456e-05	-6.459047027019008e-09	6.591729014030691e-09	-0.9798714439368994
MGE_dev-2.lvl2.100UP_100DOWN	0.1255465589829092	0.14305942629012353	0.008855129547519217	1.1394930091998647	0.07053263442070663	0.050295850764424735	-2.2298852533813745e-08	7.698538733328566e-09	-2.8965045583621474
Micro.lvl2.100UP_100DOWN	0.12102579380955952	0.1901049666934594	0.012870727178222206	1.5707805808123811	0.10634697590560716	2.8423225502413485e-07	-4.332590767255804e-09	1.101929958082897e-08	-0.39318204714149974
Micro_out.lvl2.100UP_100DOWN	0.12094644682351201	0.20144796400596426	0.01303222175990957	1.6655963800236482	0.10775200183372484	7.095229317249627e-09	-1.6405858499626323e-09	1.2290911322793753e-08	-0.1334795937320068
Oligo-1.lvl2.100UP_100DOWN	0.13129107946961321	0.17592779152451282	0.009629379136880752	1.3399828246916852	0.07334374258922467	8.045630558644738e-06	-1.3956955994809493e-08	7.720588163192927e-09	-1.8077581266862255
Oligo-2.lvl2.100UP_100DOWN	0.13616949321432292	0.18919030041103022	0.010197729729256396	1.3893736103816998	0.07488997343337217	6.380841932065364e-07	-9.88804158258872e-09	7.940177962939249e-09	-1.2453173755980178
Oligo-3.lvl2.100UP_100DOWN	0.1286214643830168	0.20457330579508695	0.012175466354754394	1.590506738330207	0.0946612325801046	4.071273291127432e-09	5.120749776234089e-09	8.965211085098554e-09	0.5711800567356967
Oligo-4.lvl2.100UP_100DOWN	0.13598513309240703	0.19454042127060348	0.013314575208881211	1.4306006608708168	0.0979119915986217	1.9743712969590176e-05	1.463954420222591e-09	9.424798331274452e-09	0.155330052566189
