Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
Astro_dev-1.lvl2.100UP_100DOWN	0.13018995131651412	0.12954527335318974	0.011925899729466049	0.9950481741731583	0.09160384199293645	0.9569065426996113	-6.11948241665583e-10	8.489945061570328e-10	-0.7207917568696199
Astro_dev-2.lvl2.100UP_100DOWN	0.11639699595330372	0.11473728384501006	0.011460269019830379	0.985740936914218	0.0984584604264875	0.8849429582095147	-6.74605692042115e-10	8.857273540134989e-10	-0.761640350143046
Astro_dev-3.lvl2.100UP_100DOWN	0.10179010491080677	0.0847874980965485	0.010263123204072482	0.8329640505906075	0.10082633486885104	0.09818526401012723	-1.3565260614902702e-09	8.894393993326899e-10	-1.5251472584956505
Astro_dev-4.lvl2.100UP_100DOWN	0.07912337181410528	0.06856803265214452	0.00838535252493851	0.8665964440094922	0.10597820002715883	0.21039042538801658	-4.861571975630627e-10	9.34641508861605e-10	-0.5201536556569192
Astro_dev-5.lvl2.100UP_100DOWN	0.06573436474350039	0.06561969575755351	0.009373708769174618	0.9982555701816801	0.1425998228742518	0.9902306226913478	6.257384401187034e-10	1.2372283092308904e-09	0.5057582626020634
Astro_GFAP.lvl2.100UP_100DOWN	0.1293134439125009	0.11435223139732827	0.011627888637433949	0.8843027293798157	0.08992018374595206	0.1976830569125136	-1.5806747453608886e-09	8.280517000685254e-10	-1.9089082785894649
Astro_SLC1A2_dev.lvl2.100UP_100DOWN	0.1230294310217191	0.13531147120670847	0.011882994445478657	1.0998300982373979	0.0965866000256547	0.3010139642021923	5.446009547235608e-10	8.80092940245847e-10	0.6187993674525224
Astro_SLC1A2.lvl2.100UP_100DOWN	0.1279890370312216	0.12770382803817606	0.012191616967278624	0.9977716138845864	0.09525516598976055	0.981344188125407	-5.041098154187552e-10	8.864959892042037e-10	-0.5686543668080081
BKGR_NRGN.lvl2.100UP_100DOWN	0.08965790041835824	0.0763361982241075	0.009996601314727242	0.8514163042845135	0.1114971605188331	0.18563515365554176	-2.152128337871074e-10	1.0217868307148288e-09	-0.2106240042617767
CCK_RELN.lvl2.100UP_100DOWN	0.09227819623667143	0.09223911570387197	0.010094158149636859	0.9995764922333417	0.10938833398680406	0.9969146480096212	1.4642443896243745e-10	9.370958800426993e-10	0.15625342302835174
CCK_SORCS1.lvl2.100UP_100DOWN	0.09959053264641993	0.10997874443582398	0.011144896670135698	1.1043092301382273	0.11190719011117102	0.3515319346155329	1.1825524214922574e-09	9.811669165085783e-10	1.2052510144760047
CCK_SYT6.lvl2.100UP_100DOWN	0.08782302233508618	0.08482249919971961	0.010195953564085324	0.9658344354864244	0.11609659167937719	0.7685011591947722	6.596103635768682e-12	1.0023489440880953e-09	0.006580646066095879
CGE_dev.lvl2.100UP_100DOWN	0.06544901754843312	0.0675240369367365	0.00969333459004494	1.0317043626631652	0.14810511988009212	0.8304013125643515	1.0408601926464966e-09	1.272402054925453e-09	0.8180277520122978
ID2_CSMD1.lvl2.100UP_100DOWN	0.1001375739180921	0.08830695735972324	0.010633243951492118	0.8818563692381268	0.10618635478616269	0.2672290345050279	-6.169026072278427e-10	9.224452010362497e-10	-0.6687688401813259
ID2_dev.lvl2.100UP_100DOWN	0.08418799095947617	0.0794126770405792	0.010208568494391015	0.9432779679800701	0.12125920072501674	0.6404359187777096	-8.521910625777971e-10	1.0503951105618816e-09	-0.8113052450538728
L2-3_CUX2_dev-1.lvl2.100UP_100DOWN	0.13011110758830624	0.15756195192517716	0.011972968157445724	1.2109800219649969	0.09202110703207785	0.02457851711186644	2.0659296982780077e-09	8.785380748051596e-10	2.3515539707669304
L2-3_CUX2_dev-2.lvl2.100UP_100DOWN	0.10233244910930911	0.09155054331598048	0.00964393021973027	0.8946384466787103	0.09424117475610157	0.2626054677469987	-4.20930641171705e-10	8.102748869346231e-10	-0.51949116029517
L2-3_CUX2_dev-3.lvl2.100UP_100DOWN	0.11101834391600694	0.11406230019843538	0.011162724747601847	1.0274184983765513	0.10054847112516127	0.7852998503361637	7.383113967443833e-10	8.917245876676532e-10	0.8279589987256837
L2-3_CUX2_dev-4.lvl2.100UP_100DOWN	0.07848389885255536	0.07016135417395067	0.00991051510674485	0.8939585723915178	0.12627450026869014	0.40264867291635376	-4.524692973924099e-10	1.1155964541670806e-09	-0.405585098179816
L2-3_CUX2_dev-5.lvl2.100UP_100DOWN	0.09603333848333856	0.09588100265572183	0.010561359649485581	0.9984137193393192	0.10997597101466944	0.9884859512700648	1.0082928326469168e-09	1.0367330451269824e-09	0.9725674679574026
L2-3_CUX2_dev-6.lvl2.100UP_100DOWN	0.11061355686033537	0.1274565195216923	0.012436546984103899	1.1522685205993641	0.11243239379605817	0.18021743978429305	7.938618937033169e-10	1.0208488022141012e-09	0.7776488467063131
L2-3_CUX2_dev-fetal.lvl2.100UP_100DOWN	0.07725813050784251	0.0691059177582016	0.009059641033263848	0.8944808436852691	0.11726456456701602	0.3695475673282973	-1.638771707343015e-12	1.030384286192218e-09	-0.00159044710726237
L2_CUX2_LAMP5_dev.lvl2.100UP_100DOWN	0.11452756083171074	0.12941792209332442	0.011727357740765177	1.1300155277339217	0.10239769061350751	0.20459195373197533	1.3975448198912533e-09	9.240954654415078e-10	1.5123381427086047
L2_CUX2_LAMP5.lvl2.100UP_100DOWN	0.11755331471614831	0.12372738279759307	0.010975915170517471	1.0525214290754203	0.09336967823511069	0.5747851418552609	1.0058833205244438e-09	8.355876597203196e-10	1.203803465528828
L3_CUX2_PRSS12.lvl2.100UP_100DOWN	0.12255720741553781	0.1400874754682624	0.011467998476865231	1.1430374306203561	0.093572615749821	0.129375668917074	1.6905224083528026e-09	8.392095401533892e-10	2.0144222955852147
L4_RORB_dev-1.lvl2.100UP_100DOWN	0.0751177749159182	0.06039596364156691	0.008437713311045989	0.8040169415184368	0.11232645429780899	0.0807093507601278	-7.240113869256914e-10	9.69328050789344e-10	-0.7469209070511411
L4_RORB_dev-2.lvl2.100UP_100DOWN	0.13355741727405693	0.15181309870717818	0.011720998559972658	1.136687889042216	0.08775999715479241	0.11925432232159842	8.697716861860418e-10	8.000231277171737e-10	1.0871831776512413
L4_RORB_dev-fetal.lvl2.100UP_100DOWN	0.07505537094380473	0.06237659484948674	0.008600442921846653	0.8310743663659885	0.11458797436743008	0.14202174676422422	-6.542415774303926e-10	9.939422679063895e-10	-0.6582289520783412
L4_RORB_LRRK1.lvl2.100UP_100DOWN	0.13525759000892276	0.16395017325772157	0.012242017934842394	1.21213288841614	0.09050891660892971	0.021150820129914785	1.943435247194768e-09	8.516204962301055e-10	2.2820437692585283
L4_RORB_MET.lvl2.100UP_100DOWN	0.11179336098902914	0.12411280411249556	0.011131439630900204	1.1101983428575457	0.09957156250085897	0.2700311436904186	9.39123138639013e-10	8.749418828976776e-10	1.0733548787592344
L4_RORB_MME.lvl2.100UP_100DOWN	0.10002954123518598	0.12551268325076498	0.011080562206700562	1.2547561620388112	0.11077289838457151	0.024119374303830644	2.416683669824297e-09	1.0008924866790549e-09	2.414528735092032
L5-6_THEMIS_CNR1.lvl2.100UP_100DOWN	0.12985444609009758	0.1409104770878636	0.01102488800829488	1.0851417208317609	0.08490189084973976	0.3149963351118631	8.119909525919353e-10	7.763905972883158e-10	1.0458536662189886
L5-6_THEMIS_dev-1.lvl2.100UP_100DOWN	0.07363400305209104	0.06629281523632825	0.008077696228352377	0.9003016607616809	0.10970062598169432	0.3671772400776493	-6.526314963992038e-11	9.630328572080517e-10	-0.06776835198450665
L5-6_THEMIS_dev-2.lvl2.100UP_100DOWN	0.11939976772973175	0.14388283381216072	0.010828457934840649	1.205051203599054	0.09069077889122437	0.023849715262452317	1.4065534580688343e-09	8.049507299751468e-10	1.7473783247730732
L5-6_THEMIS_NTNG2.lvl2.100UP_100DOWN	0.1084274048050052	0.11782684568266377	0.010864722742763516	1.0866887932489246	0.10020273714290708	0.38593877172611957	8.30088000153154e-10	9.067618299636835e-10	0.9154421510953981
L5-6_TLE4_dev.lvl2.100UP_100DOWN	0.0773589498283807	0.07894924040918776	0.009869777999871727	1.0205572927804099	0.12758417767779467	0.8721408211907904	6.200938701181053e-10	1.0826373325661051e-09	0.5727623198142788
L5-6_TLE4_HTR2C.lvl2.100UP_100DOWN	0.11249725095405105	0.10805127727641325	0.012184575896443162	0.9604792682493749	0.10830998796068263	0.7140819798225514	-2.985657497913796e-10	9.89137571131514e-10	-0.30184451435793536
